Age,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,TotalChildren,NumberChildrenAtHome,Education,Occupation,YearlyIncome
49,F,M,1,2,2,1,Partial College,Management,109007
42,M,M,1,2,2,1,Bachelors,Professional,136289
40,F,M,1,1,2,1,Bachelors,Clerical,82017
58,M,S,1,1,1,1,Partial High School,Manual,29878
32,M,M,1,1,0,0,Graduate Degree,Management,112284
41,F,S,0,1,0,0,Bachelors,Clerical,82283
48,M,M,1,0,2,2,High School,Manual,35377
48,F,M,1,0,2,0,High School,Skilled Manual,55215
52,M,M,1,2,2,0,Partial College,Clerical,81517
39,M,S,1,1,0,0,Graduate Degree,Professional,137231
60,M,M,1,2,2,1,Bachelors,Management,108096
43,M,M,1,1,2,1,Partial College,Clerical,82649
37,M,M,1,2,1,0,Graduate Degree,Clerical,78680
36,F,M,0,0,2,1,Graduate Degree,Manual,29900
29,F,M,0,2,0,0,High School,Clerical,86362
50,F,M,1,0,2,2,Partial College,Clerical,84218
61,M,M,1,1,2,1,High School,Manual,26631
76,M,S,1,3,1,1,Graduate Degree,Clerical,87212
44,M,S,0,0,0,0,Graduate Degree,Manual,35510
60,F,M,1,1,2,0,Partial High School,Manual,26588
35,M,S,0,1,0,0,Bachelors,Skilled Manual,53696
49,F,M,1,3,1,1,Partial College,Management,112440
64,M,M,1,1,2,1,Bachelors,Manual,35196
26,M,S,0,1,0,0,Partial College,Skilled Manual,61753
50,F,M,1,1,2,0,Partial College,Manual,31513
52,M,M,1,1,2,1,High School,Manual,29010
25,F,S,0,1,0,0,Partial High School,Manual,29514
34,M,S,0,1,0,0,Graduate Degree,Clerical,77557
51,F,M,1,3,2,0,High School,Clerical,80338
35,M,M,1,3,0,0,Graduate Degree,Professional,138360
49,M,S,1,2,0,0,Partial High School,Skilled Manual,51333
57,F,M,1,2,2,2,Bachelors,Skilled Manual,53446
30,M,M,0,0,0,0,Partial College,Manual,26682
49,F,S,1,1,0,0,Partial High School,Skilled Manual,59077
44,M,M,1,1,2,1,High School,Clerical,85434
47,M,M,1,1,2,1,Bachelors,Skilled Manual,62542
61,F,M,1,0,2,1,High School,Skilled Manual,51742
44,F,M,1,1,1,1,Bachelors,Management,109532
28,F,S,0,0,0,0,Partial College,Clerical,84415
45,F,M,1,1,1,0,Bachelors,Manual,34056
63,F,S,1,0,1,0,Bachelors,Clerical,78156
55,M,M,1,2,2,0,Partial College,Skilled Manual,59975
40,M,M,1,2,1,1,Bachelors,Clerical,84466
43,F,M,1,2,2,1,Partial College,Skilled Manual,61585
28,M,S,0,2,0,0,Partial High School,Skilled Manual,52551
38,M,S,0,1,0,0,Bachelors,Clerical,85794
25,M,M,0,0,0,0,Bachelors,Manual,31600
51,F,M,1,0,2,1,Partial High School,Manual,36232
28,M,S,0,1,0,0,High School,Manual,31355
40,F,M,1,1,1,1,Bachelors,Management,112205
40,F,M,1,1,1,1,Partial College,Skilled Manual,55500
70,F,M,1,3,2,0,Partial College,Management,103160
85,F,M,1,2,3,0,Bachelors,Skilled Manual,60202
43,M,M,1,3,2,1,Bachelors,Management,109111
36,F,M,1,1,2,1,Graduate Degree,Management,105761
37,M,S,1,3,0,0,Bachelors,Professional,131017
35,M,M,0,1,1,1,Partial High School,Manual,36498
43,M,S,1,2,0,0,Bachelors,Clerical,79438
27,F,M,0,2,0,0,Partial College,Skilled Manual,57198
28,M,M,0,1,0,0,High School,Skilled Manual,54685
40,F,S,0,2,0,0,Bachelors,Clerical,80053
35,M,S,0,0,0,0,High School,Manual,30269
48,M,M,1,3,2,1,Partial College,Clerical,82681
45,M,S,1,2,0,0,Partial College,Clerical,76797
48,M,S,0,0,0,0,Partial High School,Manual,35956
38,M,S,1,1,0,0,Bachelors,Management,109253
34,F,S,0,1,0,0,High School,Manual,30854
36,M,M,0,1,1,1,Graduate Degree,Skilled Manual,60861
71,M,M,1,0,2,1,Graduate Degree,Clerical,79707
28,F,M,0,1,0,0,High School,Skilled Manual,52631
38,M,M,1,3,2,1,Bachelors,Professional,135669
27,M,M,0,1,0,0,High School,Skilled Manual,57409
59,F,M,1,0,2,2,Partial College,Clerical,79576
43,F,M,1,1,2,1,Partial College,Skilled Manual,61277
39,F,S,0,1,0,0,Bachelors,Skilled Manual,57661
42,F,S,1,2,0,0,Graduate Degree,Professional,127729
27,M,M,0,1,0,0,Graduate Degree,Management,111541
42,M,M,0,1,1,1,Bachelors,Manual,36995
53,M,M,1,1,1,0,Partial College,Skilled Manual,56075
51,M,S,1,0,0,0,Partial High School,Skilled Manual,52120
44,M,S,1,3,0,0,Partial College,Clerical,80044
38,F,S,1,2,0,0,Graduate Degree,Management,106577
44,F,S,0,2,0,0,Bachelors,Skilled Manual,60690
58,F,M,1,2,2,0,High School,Skilled Manual,54944
41,M,S,0,2,0,0,Partial College,Skilled Manual,52244
40,F,M,1,2,2,2,Bachelors,Skilled Manual,54170
51,F,S,1,0,0,0,Partial College,Skilled Manual,58057
34,F,S,0,0,0,0,Partial High School,Skilled Manual,59039
31,M,S,0,2,0,0,High School,Clerical,81686
33,M,S,0,0,0,0,High School,Skilled Manual,62027
48,F,M,1,1,2,0,Partial College,Clerical,80457
59,M,S,1,0,1,0,Partial College,Skilled Manual,56020
57,F,S,1,0,0,0,High School,Manual,34715
43,F,M,1,2,2,2,Graduate Degree,Professional,131581
33,F,S,0,0,0,0,High School,Manual,34722
41,F,M,1,0,2,1,Bachelors,Management,101866
51,M,M,1,0,2,1,High School,Manual,30668
28,F,S,0,1,0,0,Partial High School,Manual,34398
38,F,S,1,2,0,0,Bachelors,Management,112038
52,F,S,1,0,0,0,Graduate Degree,Clerical,79421
34,F,S,0,1,0,0,Partial High School,Skilled Manual,56553
31,F,S,0,2,0,0,Partial High School,Skilled Manual,51642
36,M,S,0,1,0,0,Bachelors,Skilled Manual,62072
57,F,S,1,2,0,0,High School,Skilled Manual,59137
36,F,M,1,2,1,0,Graduate Degree,Clerical,82347
62,M,M,1,1,2,1,Bachelors,Skilled Manual,56962
44,F,S,1,1,0,0,Partial College,Clerical,78274
43,M,M,1,1,2,1,Partial College,Manual,31264
50,F,M,1,0,2,0,High School,Clerical,77054
45,M,S,1,2,0,0,High School,Clerical,83827
26,M,S,0,0,0,0,High School,Manual,32034
32,M,M,1,2,0,0,Graduate Degree,Professional,128435
38,M,S,1,3,0,0,Graduate Degree,Professional,139115
38,M,S,0,3,0,0,Bachelors,Clerical,87363
36,F,M,1,2,2,0,Graduate Degree,Professional,129474
61,F,M,1,2,2,0,Graduate Degree,Clerical,87248
47,M,M,1,1,1,0,Graduate Degree,Skilled Manual,53983
49,M,M,1,2,2,0,High School,Skilled Manual,59462
55,M,M,1,2,2,2,Partial College,Clerical,81836
46,M,M,1,2,0,0,Bachelors,Professional,129803
54,F,S,1,1,0,0,High School,Manual,36206
28,F,S,0,2,0,0,Partial College,Clerical,82259
59,F,M,1,2,2,0,Bachelors,Clerical,79525
48,F,S,1,2,0,0,High School,Clerical,78774
27,M,M,0,2,0,0,Partial College,Management,110960
27,M,S,0,2,0,0,Partial College,Management,102458
50,M,M,1,2,1,0,High School,Clerical,84973
50,M,M,1,0,2,0,High School,Clerical,81179
47,F,S,1,2,0,0,Graduate Degree,Professional,134070
44,F,S,0,2,0,0,Bachelors,Skilled Manual,51581
35,F,S,1,2,0,0,Graduate Degree,Professional,138268
37,M,S,0,0,0,0,Partial College,Manual,28661
29,F,S,0,2,0,0,Bachelors,Clerical,80373
57,M,M,1,1,2,0,Partial High School,Manual,36432
38,F,S,0,2,0,0,Partial High School,Skilled Manual,54542
50,F,M,1,0,2,1,High School,Clerical,82346
38,M,S,1,2,0,0,Graduate Degree,Professional,136267
44,M,S,1,3,0,0,High School,Clerical,87637
57,M,S,1,1,0,0,High School,Skilled Manual,53452
28,M,S,0,1,0,0,Partial High School,Manual,27396
32,F,S,0,0,0,0,High School,Manual,31237
67,F,M,1,1,3,0,Bachelors,Skilled Manual,56194
44,M,M,1,0,1,1,Partial College,Skilled Manual,60156
34,M,M,1,1,2,0,Graduate Degree,Clerical,85818
39,M,S,0,2,0,0,Bachelors,Skilled Manual,58106
30,M,M,0,1,0,0,Partial College,Manual,35711
45,M,M,1,1,2,0,Partial College,Skilled Manual,53156
38,F,S,1,2,0,0,Bachelors,Management,102437
52,M,S,1,1,0,0,Partial College,Clerical,87695
59,F,S,1,3,1,0,Bachelors,Professional,128551
60,F,M,1,2,2,1,High School,Clerical,81979
58,M,M,1,3,2,1,High School,Clerical,83344
61,M,M,1,1,2,0,Bachelors,Skilled Manual,54149
55,M,S,1,0,0,0,Partial College,Manual,28519
40,F,S,0,0,0,0,Graduate Degree,Manual,25979
63,F,S,1,2,1,1,Graduate Degree,Skilled Manual,57610
42,F,S,1,1,0,0,Partial College,Management,103950
57,F,S,1,2,0,0,Bachelors,Management,107402
49,F,S,1,1,0,0,High School,Clerical,85769
50,F,S,1,2,0,0,Partial College,Management,107571
50,M,S,1,3,0,0,Partial College,Management,107182
41,M,M,1,0,2,2,Bachelors,Management,104945
52,F,S,1,1,0,0,Graduate Degree,Clerical,86048
28,M,S,0,1,0,0,High School,Manual,34477
35,M,S,1,2,0,0,Graduate Degree,Professional,131024
33,F,M,0,0,2,1,Partial College,Manual,29907
28,F,M,0,0,0,0,Partial College,Manual,27019
58,M,S,1,3,1,0,Graduate Degree,Professional,128868
35,M,S,0,2,0,0,Partial College,Clerical,79100
45,F,M,1,1,1,0,Partial College,Manual,25554
44,M,S,0,0,0,0,Partial College,Skilled Manual,57725
54,M,M,1,1,2,1,High School,Manual,34632
63,M,M,1,2,2,0,Bachelors,Clerical,83117
31,F,S,0,1,0,0,Partial College,Skilled Manual,54015
45,F,S,0,1,0,0,Partial College,Skilled Manual,58812
36,F,M,0,1,1,1,Graduate Degree,Skilled Manual,59453
57,F,M,1,1,2,0,High School,Skilled Manual,57914
49,M,S,1,1,0,0,High School,Skilled Manual,57823
30,M,M,0,0,0,0,Bachelors,Manual,27339
59,M,S,1,1,1,1,High School,Skilled Manual,53814
31,M,S,0,1,0,0,Graduate Degree,Professional,137813
58,F,S,1,2,1,0,Partial College,Skilled Manual,58098
59,M,M,1,1,3,2,High School,Skilled Manual,62056
65,M,M,1,2,2,0,Graduate Degree,Clerical,78255
25,M,S,0,1,0,0,Partial College,Skilled Manual,61860
26,M,M,0,0,0,0,High School,Clerical,84981
27,M,S,0,2,0,0,High School,Skilled Manual,55655
61,F,M,1,3,2,1,Bachelors,Management,102292
48,M,M,1,1,2,1,Partial College,Skilled Manual,59760
45,M,S,0,1,0,0,Partial College,Manual,29199
56,M,M,1,0,2,1,Bachelors,Manual,37212
50,F,M,1,1,2,0,Partial College,Skilled Manual,61517
40,M,S,0,0,0,0,Bachelors,Skilled Manual,54220
36,M,M,1,2,0,0,Graduate Degree,Professional,132568
59,F,M,1,0,2,1,High School,Clerical,87055
62,F,S,1,1,1,0,Graduate Degree,Skilled Manual,55358
50,M,M,1,0,2,0,Partial College,Clerical,78628
40,M,S,0,1,0,0,Bachelors,Skilled Manual,55174
35,M,M,0,0,1,1,Graduate Degree,Skilled Manual,56347
47,F,M,1,0,2,1,Graduate Degree,Skilled Manual,55051
51,F,S,0,0,0,0,Partial College,Manual,36554
51,M,M,1,0,2,0,Partial High School,Manual,30334
68,F,M,1,1,2,0,Graduate Degree,Manual,36179
32,F,M,0,2,0,0,Partial College,Clerical,87055
62,M,M,1,2,2,1,Bachelors,Professional,133949
49,F,S,0,0,0,0,High School,Manual,27429
27,M,S,0,2,0,0,Bachelors,Professional,131431
43,M,S,1,2,0,0,Graduate Degree,Professional,136051
31,F,S,0,2,0,0,Partial College,Management,108470
64,M,M,1,1,2,1,Bachelors,Skilled Manual,60908
28,F,S,0,1,0,0,Partial College,Skilled Manual,50982
64,F,M,1,0,2,1,Partial College,Skilled Manual,57561
32,F,S,0,2,0,0,Graduate Degree,Professional,130894
43,M,M,1,0,1,1,Bachelors,Skilled Manual,62211
37,M,S,0,2,0,0,Partial College,Skilled Manual,57552
41,F,M,1,1,2,1,Partial College,Clerical,85843
56,F,M,1,1,2,0,High School,Skilled Manual,53292
26,M,M,0,1,0,0,Partial College,Skilled Manual,52280
33,F,S,0,0,0,0,Partial High School,Manual,25920
43,M,M,1,0,1,1,Partial College,Manual,30098
58,F,S,1,2,1,1,Partial College,Management,106157
33,F,M,0,1,1,0,Graduate Degree,Skilled Manual,54834
46,F,S,1,2,0,0,Bachelors,Professional,129616
43,M,M,1,2,2,1,Partial College,Skilled Manual,61975
58,F,M,1,0,2,0,Partial College,Manual,36520
34,M,M,0,0,1,0,Partial High School,Manual,32291
54,F,M,1,2,2,1,Partial High School,Skilled Manual,52761
41,M,M,1,2,2,1,Bachelors,Management,112435
41,F,M,1,1,2,2,Bachelors,Management,102363
49,F,M,1,1,2,2,Partial College,Management,103171
42,F,S,0,1,0,0,Bachelors,Clerical,76935
42,F,S,0,3,0,0,Partial College,Clerical,86923
58,F,S,1,1,1,1,Partial College,Skilled Manual,56511
26,F,M,0,3,0,0,Partial College,Clerical,85062
32,M,S,0,1,0,0,High School,Skilled Manual,52179
47,M,M,1,1,1,0,Partial College,Manual,36531
55,F,S,1,0,0,0,Partial High School,Manual,30544
49,F,S,1,1,0,0,High School,Clerical,78418
46,M,S,1,1,0,0,Graduate Degree,Professional,132084
35,F,M,1,1,1,1,Graduate Degree,Clerical,81039
47,F,S,1,3,0,0,Graduate Degree,Management,104562
64,F,M,1,1,2,0,Bachelors,Clerical,76738
49,M,M,1,0,2,0,Partial College,Manual,27600
33,M,S,0,0,0,0,Partial High School,Skilled Manual,60712
33,M,M,0,0,2,1,High School,Manual,25765
45,M,S,1,1,0,0,Partial College,Management,106129
52,M,M,1,0,2,1,High School,Clerical,82758
46,F,M,1,3,0,0,Graduate Degree,Professional,134126
42,F,S,0,2,0,0,Bachelors,Clerical,78455
31,M,S,0,0,0,0,Graduate Degree,Professional,138889
48,F,M,1,1,1,0,High School,Skilled Manual,58334
34,F,S,0,1,0,0,Partial High School,Manual,30559
55,M,M,1,1,2,1,High School,Manual,32271
65,F,M,1,1,2,0,Graduate Degree,Manual,31815
36,F,M,1,2,2,1,Graduate Degree,Management,107124
55,F,M,1,1,2,1,Partial College,Manual,29529
44,M,S,1,1,0,0,Bachelors,Professional,128303
37,F,S,0,1,0,0,Bachelors,Skilled Manual,58001
38,F,S,0,3,0,0,Partial College,Clerical,86872
49,M,M,1,1,1,0,Partial College,Skilled Manual,59819
50,M,S,1,2,0,0,Partial College,Skilled Manual,55779
45,F,M,1,1,2,1,High School,Skilled Manual,61221
25,F,S,0,1,0,0,Partial College,Clerical,86010
35,M,M,1,1,2,2,Bachelors,Management,106087
57,F,M,1,2,1,1,High School,Skilled Manual,61154
49,F,S,1,2,0,0,Partial College,Skilled Manual,59176
71,F,S,1,2,1,0,Graduate Degree,Professional,136709
55,M,S,1,0,0,0,High School,Clerical,78379
71,M,S,1,1,1,1,Graduate Degree,Manual,26349
41,F,S,1,3,0,0,Bachelors,Management,104349
39,M,M,1,2,1,1,Bachelors,Clerical,85542
44,F,M,1,3,2,1,Bachelors,Management,105678
60,M,M,1,0,2,0,Bachelors,Management,105733
55,M,M,1,1,2,0,Partial College,Management,109518
52,F,S,1,1,0,0,High School,Skilled Manual,58583
52,M,M,1,2,0,0,Graduate Degree,Professional,128792
40,F,M,1,1,2,0,Graduate Degree,Professional,136161
54,M,M,1,1,2,0,Partial College,Clerical,87247
30,F,S,0,3,0,0,High School,Clerical,85687
54,F,M,1,3,2,0,Partial College,Clerical,78374
30,M,M,0,0,0,0,Partial College,Clerical,81649
46,F,S,0,1,0,0,Partial College,Skilled Manual,56307
29,F,S,0,2,0,0,Partial College,Skilled Manual,60939
44,M,S,1,2,0,0,Graduate Degree,Professional,136927
69,M,M,1,0,2,2,Bachelors,Skilled Manual,56942
40,F,S,0,1,0,0,Bachelors,Manual,36370
28,F,S,0,2,0,0,Partial College,Skilled Manual,56196
45,M,M,1,1,1,0,Partial College,Skilled Manual,52014
41,M,S,1,2,0,0,Bachelors,Management,110326
50,F,M,1,1,2,0,Partial College,Skilled Manual,56627
51,M,S,1,1,0,0,Partial High School,Skilled Manual,52871
33,M,S,0,1,0,0,Graduate Degree,Manual,30116
68,M,M,1,3,2,2,Graduate Degree,Professional,129708
50,F,S,1,1,0,0,Partial College,Skilled Manual,54394
37,F,M,1,1,1,1,Partial College,Clerical,87439
57,F,S,1,0,0,0,High School,Manual,33746
26,M,S,0,0,0,0,Bachelors,Skilled Manual,54991
41,F,M,1,2,0,0,Bachelors,Management,107868
58,F,M,1,2,2,1,Bachelors,Professional,133592
34,M,M,0,1,1,0,Partial High School,Manual,31382
34,F,M,1,1,1,0,Bachelors,Management,110252
38,M,S,0,1,0,0,Graduate Degree,Skilled Manual,59482
48,F,M,1,1,2,1,Partial College,Skilled Manual,55702
39,M,S,0,1,0,0,Bachelors,Manual,31400
35,F,S,0,0,0,0,Graduate Degree,Clerical,83921
38,F,S,1,2,0,0,Bachelors,Professional,132618
49,F,M,1,1,1,0,Partial College,Skilled Manual,54846
31,F,S,0,1,0,0,Partial College,Skilled Manual,57750
58,F,M,1,0,2,0,Partial College,Manual,28202
50,F,M,1,0,2,0,Partial College,Skilled Manual,56375
34,M,M,0,1,1,1,Graduate Degree,Manual,36819
40,F,S,0,1,0,0,Partial College,Skilled Manual,56736
51,M,M,1,1,2,0,High School,Manual,33624
38,M,S,1,2,0,0,Bachelors,Professional,138129
48,F,S,1,2,0,0,Partial College,Skilled Manual,52960
36,M,S,0,2,0,0,Partial College,Skilled Manual,54293
38,M,M,1,1,2,1,Bachelors,Skilled Manual,52636
27,M,S,0,2,0,0,Partial College,Clerical,81443
35,M,S,0,0,0,0,Partial College,Skilled Manual,52592
54,F,M,1,1,2,1,Partial College,Skilled Manual,53520
38,F,S,1,3,0,0,Bachelors,Management,107297
58,M,M,1,2,2,1,Bachelors,Clerical,88072
33,M,S,0,1,0,0,High School,Manual,27474
47,M,M,1,1,2,1,Partial College,Skilled Manual,51489
48,M,M,1,2,2,1,Partial College,Clerical,80025
36,M,M,0,0,2,1,Graduate Degree,Skilled Manual,58871
39,F,S,0,1,0,0,Bachelors,Clerical,77723
33,M,M,1,3,1,1,Partial College,Clerical,77517
29,M,M,0,1,0,0,Bachelors,Manual,36733
58,M,M,1,3,2,1,Partial College,Management,105199
28,M,S,0,1,0,0,Partial College,Clerical,84275
48,F,M,1,1,2,0,Partial High School,Manual,31527
53,M,S,1,1,0,0,Partial College,Clerical,84179
50,M,M,1,0,2,1,Partial College,Manual,31789
41,F,S,0,2,0,0,Bachelors,Skilled Manual,62048
47,F,S,0,1,0,0,Bachelors,Skilled Manual,61514
47,F,M,1,2,2,1,Bachelors,Clerical,81842
48,M,S,1,1,0,0,Partial High School,Skilled Manual,57544
43,F,M,1,2,1,0,Bachelors,Clerical,83142
59,M,S,1,0,1,1,High School,Skilled Manual,60327
39,M,M,1,1,1,0,Bachelors,Skilled Manual,60675
25,M,S,0,2,0,0,Partial High School,Skilled Manual,57736
63,F,M,1,3,2,1,Graduate Degree,Clerical,84996
28,M,S,0,1,0,0,Partial High School,Manual,36118
31,M,M,0,2,0,0,Partial College,Skilled Manual,51595
42,M,S,1,1,0,0,Partial College,Management,105120
29,M,M,0,0,0,0,High School,Manual,32001
51,M,S,1,2,0,0,Partial College,Management,110476
53,M,M,1,1,2,0,High School,Clerical,80217
32,F,S,0,1,0,0,Partial High School,Manual,35089
40,F,M,1,2,1,0,Bachelors,Skilled Manual,54126
48,M,M,1,3,2,1,High School,Clerical,82905
49,M,M,1,1,2,0,Partial College,Manual,32001
58,F,M,1,0,2,1,Partial High School,Manual,32188
55,F,S,1,1,0,0,Partial College,Skilled Manual,56860
50,F,M,1,0,1,0,Partial College,Manual,35410
29,F,M,0,2,0,0,High School,Skilled Manual,60941
50,F,M,1,0,1,1,High School,Skilled Manual,61368
52,F,M,1,1,2,0,Partial College,Skilled Manual,55403
25,M,S,0,0,0,0,Partial High School,Manual,36106
40,M,M,1,0,1,0,Bachelors,Skilled Manual,59769
33,F,M,1,2,0,0,Bachelors,Management,111111
55,F,M,1,2,2,1,Partial College,Clerical,78852
53,M,M,1,1,2,1,High School,Clerical,78160
35,M,M,1,1,2,1,Bachelors,Management,105846
29,F,S,0,1,0,0,Partial College,Clerical,83017
44,M,S,0,1,0,0,Partial College,Skilled Manual,62484
39,M,S,0,1,0,0,High School,Manual,33875
43,F,S,1,1,0,0,Partial College,Management,106342
40,F,M,1,1,2,1,Bachelors,Professional,129164
57,F,M,1,1,2,1,Partial High School,Manual,35028
42,M,M,1,2,2,0,Bachelors,Clerical,87399
46,M,M,1,1,2,1,Partial College,Skilled Manual,55739
60,F,S,1,1,1,1,Partial High School,Manual,27353
41,F,S,0,1,0,0,Bachelors,Clerical,81154
47,M,M,1,2,2,0,Bachelors,Management,110220
29,F,S,0,2,0,0,Partial College,Clerical,76853
50,F,M,1,2,2,1,Partial College,Clerical,77691
33,F,S,0,1,0,0,Partial High School,Skilled Manual,56211
61,F,M,1,2,2,1,Bachelors,Management,102799
48,F,S,1,2,0,0,High School,Skilled Manual,56466
46,M,M,1,1,2,1,Partial College,Clerical,76811
39,F,M,1,2,0,0,Graduate Degree,Professional,129940
33,M,M,1,3,0,0,Bachelors,Management,103333
44,F,M,1,3,2,0,Graduate Degree,Professional,127771
45,F,M,1,1,2,1,Partial College,Skilled Manual,56014
40,F,M,1,1,2,1,Bachelors,Skilled Manual,51600
29,F,M,1,3,0,0,Bachelors,Management,104535
28,M,M,0,1,0,0,High School,Skilled Manual,51900
37,F,S,0,1,0,0,Bachelors,Clerical,87087
40,F,M,1,1,2,2,Bachelors,Management,108596
64,F,M,1,1,2,0,Bachelors,Clerical,77380
36,M,M,1,0,1,1,Graduate Degree,Professional,130170
30,F,M,0,2,0,0,Partial College,Clerical,82841
32,F,S,0,3,0,0,Partial College,Clerical,82092
39,M,M,1,3,1,0,Bachelors,Clerical,84666
31,F,S,0,0,0,0,Partial High School,Manual,29149
26,M,S,0,0,0,0,Partial College,Skilled Manual,59348
38,F,M,1,1,1,0,Partial High School,Skilled Manual,56977
46,M,M,1,2,2,0,Bachelors,Management,106586
40,M,S,1,1,0,0,Bachelors,Management,107197
34,M,S,0,3,0,0,Graduate Degree,Clerical,84476
35,M,S,0,0,0,0,Partial College,Skilled Manual,52418
46,M,S,0,0,0,0,Graduate Degree,Manual,35364
28,F,S,0,1,0,0,Partial High School,Skilled Manual,57756
40,F,M,1,0,2,0,Bachelors,Skilled Manual,57411
42,M,S,1,2,0,0,Graduate Degree,Professional,132452
48,F,S,1,0,0,0,High School,Skilled Manual,52059
37,M,S,0,1,0,0,Partial College,Clerical,83909
55,M,S,1,2,0,0,Partial College,Skilled Manual,61610
52,F,M,1,1,2,2,Partial College,Skilled Manual,61368
33,F,M,0,1,2,1,Bachelors,Skilled Manual,53010
27,M,S,0,2,0,0,Partial College,Management,103540
36,F,M,0,1,1,0,Graduate Degree,Skilled Manual,51407
35,F,M,0,1,2,0,Bachelors,Skilled Manual,62042
39,F,S,0,1,0,0,Graduate Degree,Manual,30513
32,M,M,1,2,0,0,Graduate Degree,Professional,135992
32,M,M,0,1,0,0,Graduate Degree,Skilled Manual,57836
41,F,S,1,1,0,0,Bachelors,Professional,135603
52,M,M,1,1,1,0,Graduate Degree,Skilled Manual,59702
46,F,S,1,1,0,0,Bachelors,Clerical,84499
72,F,M,1,1,2,1,Partial College,Skilled Manual,50960
41,M,S,1,1,0,0,Bachelors,Management,108316
65,M,M,1,2,2,1,Bachelors,Management,105248
41,M,S,0,2,0,0,Bachelors,Skilled Manual,61066
36,F,S,0,2,0,0,High School,Clerical,85852
49,M,M,1,2,1,0,High School,Skilled Manual,59273
36,M,M,1,2,1,1,Graduate Degree,Clerical,85901
37,M,S,0,1,0,0,Partial College,Skilled Manual,51949
34,F,S,0,2,0,0,Partial College,Skilled Manual,53704
34,M,S,0,0,0,0,Partial High School,Manual,35716
61,F,M,1,1,2,1,High School,Manual,27624
39,F,M,1,1,2,1,Graduate Degree,Skilled Manual,51594
34,M,S,0,1,0,0,High School,Skilled Manual,53334
52,F,M,1,3,2,1,Partial College,Clerical,83162
40,F,M,1,0,2,1,Bachelors,Skilled Manual,57012
44,M,M,1,2,2,1,High School,Skilled Manual,53867
30,F,M,0,3,0,0,Bachelors,Clerical,80946
68,M,S,1,3,1,1,Graduate Degree,Professional,129248
27,F,S,0,2,0,0,Partial College,Clerical,86642
46,M,S,1,3,0,0,Graduate Degree,Professional,137739
39,F,S,0,1,0,0,Graduate Degree,Manual,29677
28,M,S,0,3,0,0,Partial College,Clerical,86345
40,M,M,0,0,2,0,Bachelors,Manual,30765
26,M,S,0,3,0,0,High School,Clerical,85572
62,M,M,1,0,2,0,Bachelors,Clerical,80239
48,M,S,1,1,0,0,Partial High School,Skilled Manual,53650
27,M,M,0,1,0,0,Partial College,Skilled Manual,57337
33,F,S,0,1,0,0,High School,Clerical,83487
60,M,M,1,3,2,0,High School,Clerical,78601
33,M,S,0,2,0,0,High School,Clerical,77505
45,M,M,1,2,2,1,Partial College,Clerical,85135
60,M,M,1,1,2,0,High School,Skilled Manual,60179
35,F,S,0,1,0,0,Partial College,Skilled Manual,60206
56,F,M,1,0,2,1,High School,Manual,33213
48,F,M,1,1,1,1,Bachelors,Skilled Manual,54448
42,M,S,0,2,0,0,Bachelors,Skilled Manual,51534
71,F,M,1,2,2,2,Graduate Degree,Management,102652
48,M,M,1,3,2,1,Partial College,Clerical,87521
57,F,M,1,1,2,0,Partial High School,Manual,29687
50,M,M,1,2,1,0,Partial College,Skilled Manual,52666
35,F,S,0,0,0,0,Graduate Degree,Manual,36431
59,F,M,1,2,2,0,Bachelors,Clerical,85047
60,M,M,1,1,2,1,High School,Skilled Manual,61171
44,F,M,1,0,1,0,Graduate Degree,Clerical,81395
33,M,M,1,3,2,0,Graduate Degree,Clerical,80933
62,M,M,1,1,2,0,Graduate Degree,Professional,131634
65,F,S,1,1,1,1,Graduate Degree,Professional,132811
57,M,S,1,3,0,0,High School,Clerical,84751
25,F,S,0,2,0,0,Partial College,Skilled Manual,61653
